rain_1h,rain_24h,rain_72h,api_14d,soil_moisture,slope,soil_depth,rock_strength,ndvi,drainage,seismic_zone,road_cut,pore_pressure,ground_tilt,displacement_rate,risk
24.8816,72.0499,138.1598,265.5,38.662,39.847,2.7174,5.2617,0.5975,1.9237,5,0.678,34.9755,0.1882,0.9042,2
40.0329,95.9819,101.7703,208.5777,37.429,30.6261,2.9882,1.62,0.5519,2.462,5,0.8808,34.8912,1.3488,2.7943,2
2.5205,8.6426,20.0607,39.2411,11.6179,43.8831,4.1757,5.2121,0.4823,4.3058,5,0.9883,26.7693,0.4765,0.9154,0
12.2629,37.8305,105.1922,168.0334,20.451,29.5625,3.0059,2.6738,0.7093,2.0786,5,0.7602,28.7859,0.2882,0.8469,0
4.0199,10.7652,28.6537,33.0062,16.7365,32.0696,2.1074,5.4192,0.6913,2.5502,4,0.6359,20.3439,0.175,0.3928,0
5.4256,13.6139,27.9862,46.3394,15.5263,25.0548,2.0209,3.4569,0.5233,3.1578,4,0.6145,16.0499,0.2219,0.1293,0
2.7379,38.9235,111.8385,209.3011,25.7423,34.0127,2.7097,4.7154,0.7918,2.8333,4,0.8413,24.8104,0.2131,0.1081,0
15.983,38.0254,65.5503,44.063,29.4127,33.0242,2.0589,4.2138,0.7181,2.3061,5,0.5652,15.8346,0.6782,1.0044,0
16.4887,39.4389,75.1612,65.2496,24.1791,38.0872,4.0918,5.3148,0.7197,3.1738,5,0.6204,21.4026,0.2769,0.3732,0
9.0816,58.4385,172.8043,134.8885,31.9305,27.9104,4.1271,4.4512,0.5973,1.7649,5,0.7543,29.2051,0.5869,2.1796,2
10.9569,25.6973,38.9725,70.0884,27.2814,27.544,3.4063,5.8703,0.8614,2.3525,4,0.5638,31.3788,1.167,0.9436,0
1.8922,8.959,25.2253,41.4824,21.284,36.6999,3.1632,3.58,0.4949,2.8714,4,0.7,32.5511,0.4843,1.3815,0
8.4075,40.4579,71.6831,81.3186,25.4143,44.1775,4.0674,3.2651,0.3234,1.9634,5,0.8696,30.0884,1.1309,3.9091,2
50.427,125.6432,172.9224,138.0739,37.6755,38.0321,4.0302,3.6464,0.7185,3.3784,5,0.5105,40.3078,0.7261,1.5423,2
8.712,144.7712,404.225,610.2009,57.2932,47.7793,2.512,4.9333,0.7256,3.0019,4,0.7698,56.3743,1.154,2.1091,3
13.5532,61.2504,63.3932,117.976,24.6413,37.4425,2.6363,4.9748,0.7111,3.3652,5,0.823,17.3017,0.1379,0.2247,1
2.9616,7.2284,16.671,15.8713,14.4451,37.1543,4.0359,3.0129,0.762,3.7764,5,0.9338,12.3391,0.0976,0.5852,0
6.0686,24.5087,67.4022,102.8634,22.4545,38.4343,3.6435,3.452,0.751,2.7606,5,0.7189,32.5882,0.3388,1.2746,1
3.8605,27.2525,35.5779,44.0077,28.7588,44.9054,3.9474,4.5884,0.7578,1.7671,5,0.6881,24.5409,0.4137,1.1537,1
11.9725,48.5823,64.3789,87.5654,24.0713,42.9006,2.5955,5.5454,0.652,2.8251,5,0.6512,13.7711,0.0111,0.591,0
5.8578,28.8573,69.1244,146.3365,28.3803,24.321,2.7235,3.5977,0.6521,2.7824,4,0.5523,15.7063,0.29,0.0562,0
26.8289,93.9815,254.664,316.4544,37.1465,39.4047,3.8175,2.8735,0.6202,3.2684,4,0.9255,33.8556,0.6538,2.1356,2
14.5565,51.5272,66.1817,126.0691,34.3585,35.1229,2.7862,5.3032,0.7417,2.132,4,0.745,32.7724,0.149,0.1002,0
1.1733,11.6163,31.4548,55.2571,20.9263,31.4477,2.0321,2.5518,0.5115,1.8233,5,0.712,20.4752,1.2238,1.648,0
13.3351,51.2091,72.382,88.0091,32.076,18.8166,2.7999,4.8399,0.5838,2.4039,4,0.7138,31.2335,0.2868,0.3078,0
3.6629,42.1497,43.8655,83.7939,19.852,20.6787,3.2154,2.1314,0.4643,3.4548,5,0.6506,16.488,0.1222,1.1704,0
5.4308,15.6638,18.7851,13.0414,21.3697,30.0843,4.9312,4.1796,0.6858,2.7554,5,0.6082,19.5109,0.194,0.041,0
17.309,86.2811,255.2411,403.7014,39.0052,21.2833,2.6454,3.9468,0.8148,2.4702,4,0.6728,34.3505,0.1442,1.2475,2
0.4607,5.9538,9.0949,7.3601,17.4659,30.2499,3.3445,3.5175,0.4954,2.5434,5,0.5614,18.8666,0.2213,0.5802,0
31.7582,73.4537,200.2034,133.7858,35.7241,38.7147,5.2386,5.7395,0.3878,2.6137,5,0.6677,37.8748,0.3956,1.0897,1
3.1118,29.5773,60.2951,99.9816,28.0795,28.3523,2.4159,4.2167,0.593,3.2857,5,0.626,20.3801,0.4239,1.9985,0
5.9567,41.0065,107.0905,198.3889,28.6946,33.6677,3.9944,4.1318,0.6414,2.7308,4,0.6748,22.7512,0.1104,1.0974,0
11.6919,41.3966,117.1703,243.7587,20.4544,24.4404,2.7601,4.0432,0.5801,3.7131,5,0.4356,28.5239,0.2484,0.0374,0
11.621,52.0777,149.2232,159.098,28.8265,35.3901,3.7615,3.532,0.4446,2.6072,4,0.924,27.6496,0.6112,1.7479,1
18.6817,51.6929,85.6504,129.5406,33.0159,37.0651,5.5012,6.1277,0.7438,2.5764,5,0.7168,32.9848,0.9393,2.1839,1
19.2541,46.6919,88.4514,132.7436,28.2136,21.6165,4.1124,3.9231,0.6442,3.1429,5,0.632,24.0412,0.3679,0.6289,0
5.8653,14.1859,15.0711,10.0256,21.3556,26.9849,3.5367,6.1548,0.8348,2.6245,5,0.629,30.2411,0.6644,0.103,0
6.6786,89.5503,257.8172,416.3977,35.4181,22.8626,2.544,3.4744,0.727,4.1248,4,0.967,26.4641,0.3114,1.6029,2
3.1962,7.7985,19.5375,39.9359,24.9649,37.0737,3.2421,4.3182,0.4909,2.2338,5,0.6108,19.7823,0.3909,0.0443,0
2.7395,13.6597,16.8868,26.3447,14.8344,34.3121,2.8912,3.8218,0.6628,2.4275,5,0.9129,21.5227,0.1417,1.3665,0
28.3037,95.8341,145.0414,271.2755,43.3466,32.6023,2.0945,3.4965,0.6777,1.5693,5,0.5961,31.6815,0.2017,0.7455,1
15.8365,54.2972,92.1592,141.5394,24.65,31.9737,1.484,4.111,0.8126,3.3808,4,0.8119,20.4874,0.0341,0.2803,0
3.5494,17.1478,40.3716,44.052,18.499,35.5827,2.6526,5.9647,0.5257,3.7324,5,0.8137,17.1861,0.976,0.5062,0
1.417,6.6936,7.7201,5.4299,12.3863,35.7428,3.3716,5.5876,0.438,2.8211,4,0.9423,1.9276,0.4191,1.4779,0
2.7635,18.363,47.7591,72.0484,19.9799,29.0354,4.4074,4.3245,0.6047,3.4926,5,0.748,15.6088,0.0484,3.5825,1
6.6828,32.8087,43.7052,58.4929,24.582,27.9152,2.7356,2.9333,0.5747,1.7393,5,0.6483,18.1326,0.2062,0.6432,0
11.7313,136.3938,369.0719,380.8657,43.9049,32.528,3.5725,4.622,0.5713,3.0968,5,0.9158,43.1319,0.4559,3.1516,3
5.8212,71.4197,211.8238,339.9672,36.0566,31.4821,1.8689,3.771,0.6437,2.9566,5,0.8377,24.0708,0.1626,0.2205,2
5.0557,11.3494,13.7423,21.7443,10.5167,49.4855,2.6796,3.3349,0.2352,3.806,5,0.3944,14.6373,0.7113,2.0665,0
17.4581,84.1441,206.8265,441.3211,38.6769,29.9288,1.1974,4.9387,0.4532,3.006,4,0.9765,35.0014,1.0407,0.599,3
4.0877,12.0359,23.3089,25.0658,12.0679,35.3173,5.4107,3.0193,0.6164,2.9917,5,0.5568,11.2586,0.3907,2.9263,1
4.0675,21.3322,54.7628,40.6655,25.0738,36.7274,3.5782,4.4039,0.5894,2.4276,4,0.8214,28.0439,0.4269,1.9443,0
0.3137,1.1463,1.3332,2.247,23.7221,44.2042,3.5498,4.7465,0.8605,3.2062,4,0.7113,20.0268,0.333,1.3361,0
16.7022,42.2815,107.5289,113.2848,27.3482,26.5105,3.8817,4.9589,0.6015,1.8192,5,0.1667,22.3901,0.8796,0.1674,1
12.1285,52.6264,145.7278,90.8829,28.7988,43.7172,5.6791,3.0174,0.4239,2.3895,5,0.9896,37.6813,1.9612,4.6006,3
3.6199,29.3314,42.2433,79.9955,23.819,31.8208,3.0083,5.9719,0.5098,2.4678,5,0.8808,18.8954,0.2006,0.2948,0
4.074,24.0475,71.1037,146.4172,28.1574,53.0108,2.5173,4.5666,0.729,1.4621,5,0.6372,24.0805,0.6516,0.8368,0
34.8625,92.4337,276.8343,342.2213,39.2186,35.9008,5.2002,4.2731,0.5671,2.9891,5,1.0,36.4986,0.5279,1.637,3
8.0364,42.4564,121.1625,178.296,27.3412,23.1686,2.2922,2.9471,0.3357,1.6843,4,0.672,35.3994,2.1695,0.9547,2
14.7279,40.8676,75.0753,76.6001,17.8985,31.4227,4.5683,3.4485,0.6867,3.2943,4,0.6711,22.1393,0.0475,0.0569,0
6.2999,103.641,176.3153,366.2287,42.8394,43.6902,3.3336,3.9141,0.749,2.0078,4,0.6335,36.6864,0.3589,0.8292,2
2.0142,15.1225,38.5623,72.0462,26.1867,33.6523,3.79,4.2426,0.5861,2.5636,4,0.817,11.8579,0.0024,0.4375,0
42.7738,108.9451,154.1259,157.0468,35.4063,32.523,2.107,4.6142,0.5288,3.0939,4,0.799,31.2441,0.9625,1.1305,1
1.0184,10.5614,15.556,13.9792,21.2697,38.752,5.7342,3.9169,0.7107,3.9124,5,0.6859,24.7268,0.693,1.8581,0
13.367,36.3225,43.4185,80.4609,19.2332,30.24,3.056,5.7181,0.3409,2.2946,5,0.636,23.8233,0.3342,0.6776,0
36.022,144.3611,179.2857,181.1789,38.1666,31.3141,2.7688,3.8912,0.6985,2.2152,5,0.8623,35.9344,0.647,0.9827,2
10.5329,50.355,91.7738,67.9912,23.3388,25.4426,3.8935,4.4634,0.6053,3.2665,4,0.593,27.7588,0.0003,1.3061,0
6.9536,24.9624,65.9544,82.253,18.1362,46.8306,2.8195,5.4068,0.7149,2.7532,5,0.8054,8.3227,0.0258,1.2994,0
16.1506,48.7807,80.299,120.9045,34.2828,23.2191,3.782,3.7206,0.453,2.9796,5,0.7466,20.0816,0.4124,0.5555,0
23.546,57.6118,116.7436,200.7141,23.7309,34.3557,2.2651,2.9029,0.5925,2.849,5,0.3183,29.1386,0.9133,1.1329,1
12.4633,37.801,90.2859,117.1907,29.389,36.8391,3.531,3.8553,0.7265,2.584,5,0.7194,12.8659,0.3219,0.7527,1
3.9314,33.7855,49.1399,90.8668,15.813,32.8908,2.8572,5.1824,0.6714,2.4899,5,0.5439,21.0498,0.169,1.5241,0
2.5652,15.5074,27.588,39.6936,18.8804,22.9691,2.695,4.3383,0.2758,3.6253,4,0.7411,9.8614,0.0021,0.3217,0
5.597,27.6015,74.3091,137.6506,29.857,25.0099,2.5528,4.9461,0.711,1.8264,5,0.7678,32.2542,0.1922,0.8501,0
8.069,39.6204,111.1505,218.8579,34.6111,37.1801,4.1973,2.9574,0.7386,1.7515,5,0.9302,37.332,0.8507,1.835,2
6.0192,23.5974,37.0208,55.2468,20.8262,26.761,3.0846,2.6562,0.6549,2.0558,5,0.7642,21.1035,1.1995,0.4451,0
2.717,22.5187,26.5166,56.1809,20.393,16.4239,3.2345,4.8506,0.6093,3.6515,5,0.7718,22.5065,0.0759,0.3398,0
6.6205,23.9288,28.4069,50.695,13.1609,36.0958,3.7844,4.6206,0.7308,3.8508,5,0.59,11.917,0.1378,2.8116,0
9.6438,52.3664,72.5729,77.9025,25.0387,26.02,4.4261,3.3557,0.6162,3.171,4,0.6332,26.805,0.1495,0.9876,0
4.2589,17.9758,37.541,54.458,29.3927,38.0498,2.5691,3.125,0.3689,1.5066,5,0.9073,29.0255,1.5368,2.4881,0
6.8702,23.3441,66.8068,102.6955,20.7094,31.387,3.5986,4.1064,0.5046,3.0216,4,0.5867,33.592,0.2654,2.2754,0
13.8215,34.2269,41.4857,54.5366,22.2568,31.0015,2.5813,4.2263,0.8013,2.5732,5,0.6121,20.5287,0.449,0.5773,0
2.9268,33.3738,92.8627,156.4642,26.9209,33.4179,3.2123,3.052,0.5694,2.0595,5,0.6764,24.7227,0.3494,0.7892,1
24.8097,111.2963,131.7844,177.4911,34.9236,23.8921,4.3586,4.2021,0.6303,3.4959,5,0.9957,46.1649,0.7403,1.8172,2
10.9028,30.0104,48.7762,29.8522,12.3591,26.3964,1.2886,2.8212,0.383,3.4695,5,0.5845,16.6097,0.0071,0.916,0
3.9794,32.8423,72.2276,62.9232,30.1539,30.9206,2.5694,3.635,0.6704,2.2414,5,1.0,12.2416,0.668,0.4808,0
6.0389,31.0986,79.4467,82.298,27.2466,23.8453,3.1918,2.9576,0.6785,3.2374,4,0.9783,25.0563,0.1374,1.5047,0
1.5208,8.1878,24.1711,38.8444,19.0926,38.7105,3.7426,4.1634,0.8972,2.2783,5,0.9335,23.1946,0.7024,0.3992,0
10.9366,129.3378,175.9598,210.9546,38.8549,30.541,4.4978,3.6326,0.7049,2.6817,5,0.6208,42.0218,0.3057,0.7464,2
0.6815,9.4543,12.3663,15.7884,21.8381,21.4045,1.8724,5.6224,0.7258,1.8153,5,0.6721,17.3316,0.116,1.8461,0
1.629,23.7819,44.399,69.928,25.3042,28.5278,4.6739,4.5777,0.3635,2.1639,5,0.6374,28.1591,0.0131,0.735,0
13.6322,39.4549,108.0127,120.7781,26.7817,33.8096,3.8687,2.9604,0.5275,1.7653,4,0.8674,25.3707,0.4443,0.944,1
13.1925,29.9209,69.0281,94.7352,23.8348,29.4313,3.1834,5.1839,0.8752,2.3566,5,0.7211,23.0074,0.0215,2.1245,0
3.1246,9.2689,17.482,13.9406,19.8265,36.1985,2.0779,4.0751,0.7177,1.581,4,0.723,19.8923,0.4373,1.0883,0
63.3456,151.549,230.4099,258.5092,31.6914,37.5923,2.8848,5.0287,0.6629,4.2428,5,0.6288,16.4572,0.1278,0.6932,2
15.7209,47.2012,119.8128,142.8022,30.2723,52.2136,4.3227,2.979,0.8379,2.2759,5,0.8265,32.139,0.9417,3.4079,3
7.7401,78.9534,230.6365,305.0779,34.1596,42.2052,3.4238,4.8735,0.491,2.832,5,0.7218,30.6689,0.4121,2.3285,3
8.4462,39.6459,89.8078,60.9907,15.9792,19.909,3.2373,6.3224,0.6503,2.9526,5,0.4874,24.8587,0.3749,0.7733,0
10.4919,27.2169,74.0214,156.6186,29.1977,30.1181,2.5257,4.8566,0.6642,1.6715,5,0.7099,18.006,0.34,0.3683,0
2.7721,17.1575,22.6751,35.1421,12.9517,30.8669,4.0612,3.6798,0.5834,2.934,5,0.5627,2.533,0.4315,1.0869,0
34.936,134.1401,254.1267,383.3869,45.8386,37.6006,3.2653,5.4227,0.4158,2.1891,5,0.4491,31.0005,0.0083,1.0455,2
10.8906,47.9779,48.8949,105.9697,24.8963,25.5313,3.187,3.589,0.7949,2.7502,5,0.3387,31.9882,0.1361,0.3713,0
21.5173,68.2132,144.41,258.4015,33.2512,28.75,3.3143,4.7561,0.6128,2.5885,5,0.4583,25.6707,0.1455,0.7931,1
5.7822,14.7045,28.7554,36.4468,24.863,23.0447,2.8193,6.5198,0.6584,2.4395,4,0.9658,16.5933,0.0977,0.5729,0
12.7117,30.0413,66.999,115.9285,24.9538,28.1819,2.6662,3.695,0.5112,2.152,5,0.5002,22.6105,0.1193,0.599,0
7.6051,21.2882,43.6346,95.4621,17.1601,28.4803,2.0324,4.7858,0.5064,3.3856,5,0.8116,6.799,0.2737,0.1732,0
41.9438,103.6975,133.1642,189.1749,39.0431,30.496,2.8425,6.2795,0.5571,3.4968,5,1.0,35.9804,0.2682,0.4384,1
22.7969,85.8816,206.1238,305.6521,40.1207,23.5079,1.7799,5.2584,0.5706,2.9868,5,0.5121,37.6233,0.3682,0.2685,1
1.822,24.0699,63.033,41.425,18.0238,40.8562,3.8371,4.9879,0.7459,2.8408,4,0.6718,27.729,0.419,1.8553,0
25.494,110.7577,129.8907,109.4731,35.7424,36.7777,2.7991,2.31,0.6503,2.0621,5,1.0,24.4399,0.7919,3.0446,3
1.808,6.6715,14.1815,20.0638,21.4971,21.4094,3.0469,3.3117,0.4716,2.8965,5,0.9185,18.8766,0.3067,0.4652,0
18.5642,43.2633,62.7975,59.651,29.4448,33.2078,3.3666,5.1415,0.4049,2.3646,5,0.9653,17.728,0.5273,0.3382,0
1.1752,8.178,23.636,41.0292,20.4389,20.478,2.678,3.9648,0.7221,1.5411,4,0.6238,22.0818,0.2523,0.2588,0
9.8342,25.0695,51.232,32.3693,30.2509,43.738,2.3425,3.7802,0.736,2.2994,5,0.8698,26.3538,0.8012,4.1291,1
5.6147,53.8062,111.1437,200.49,30.4126,45.9129,3.5996,5.4512,0.5604,2.5111,5,0.5969,20.6283,0.4208,0.5119,2
13.2008,36.757,37.5642,30.1753,26.8478,32.5541,5.1001,4.9361,0.5184,3.1849,5,0.6033,29.2096,0.6796,0.0571,0
0.0257,0.133,0.2189,0.3705,17.5533,26.1788,4.2191,3.4526,0.6071,2.7296,5,1.0,6.7449,0.2989,0.3177,0
7.5913,22.4084,45.607,82.1486,26.5085,27.6858,4.5519,5.0361,0.6077,2.5281,4,0.8444,30.0064,0.0674,0.3169,1
4.5322,22.4684,65.1664,81.095,29.1409,29.3701,2.2314,3.3124,0.6365,2.5411,5,0.9697,25.3522,0.6806,1.0733,0
26.8523,73.6013,88.5074,161.1765,32.5371,32.1454,3.2277,2.6832,0.7391,3.1753,5,0.4499,21.8371,0.2491,2.2638,1
3.454,9.7832,22.5278,45.5135,19.7943,43.9638,3.2218,4.5886,0.7286,2.0035,4,0.5912,17.7089,0.0205,0.8626,0
5.9653,77.0513,230.6609,257.5294,29.3285,40.6448,4.6856,3.0305,0.7129,2.692,4,0.437,37.4951,2.0986,2.2199,2
5.0631,53.4983,54.5289,93.8305,20.3534,40.768,4.2251,3.0133,0.468,3.2939,5,0.685,20.5953,1.0269,3.7043,2
2.2352,9.5572,22.7251,42.4312,24.9235,34.3646,3.2523,3.2469,0.6686,2.6745,4,1.0,22.6519,0.3689,3.5672,1
2.0906,10.8486,14.2091,23.0803,16.843,23.7711,1.3405,4.4297,0.6437,2.498,5,0.659,17.8371,0.3154,0.3004,0
14.4472,42.695,106.0308,100.8178,20.7049,26.8395,2.3571,5.0494,0.4337,2.4939,5,0.7354,24.3502,0.3047,1.0468,0
31.3391,80.3116,170.8922,104.4735,28.6706,33.4858,3.9697,3.9691,0.5515,1.4782,5,0.7979,31.9429,0.4466,0.9786,2
8.7168,65.0714,162.9925,241.0247,29.5641,23.3912,3.1113,3.0568,0.6646,2.7177,5,0.7167,37.9496,0.205,1.7917,1
9.5121,48.2662,129.0742,249.2732,33.9635,35.4319,3.3008,3.1339,0.416,1.8624,4,0.6987,27.9558,1.0176,1.9873,2
8.1741,42.824,85.0266,123.8359,24.8847,39.441,3.9523,2.706,0.5229,2.6606,5,0.6114,28.8307,0.7462,1.4946,1
2.9046,16.3674,48.3092,82.1708,22.8054,37.3628,4.4186,4.9758,0.6122,2.2589,4,0.6683,22.393,0.6679,1.1074,0
3.2557,18.1245,19.2894,12.894,14.9436,37.0415,2.6991,3.3556,0.5453,3.7844,5,0.7288,13.3221,0.1829,0.4153,0
3.3795,24.4526,41.2849,83.587,22.4451,18.0697,3.9325,4.4838,0.7406,2.4181,5,0.7771,10.3704,0.3089,0.7695,0
31.7173,90.0231,100.4534,77.5643,38.531,43.6668,4.8503,2.4504,0.6961,1.2813,5,0.9536,39.2716,1.0038,3.223,2
3.0445,9.4012,17.3866,26.0016,18.4898,20.4609,4.6852,5.5267,0.4301,2.5603,5,0.5866,24.4221,0.2418,0.8184,0
36.5946,196.7507,410.439,802.6226,71.9125,31.778,2.9223,4.2429,0.488,1.7615,5,0.8524,55.6703,0.7917,2.592,3
21.0255,75.727,169.5574,329.8546,32.1497,37.9483,3.6654,2.686,0.7484,2.8513,5,0.662,30.3696,0.6379,2.3032,2
32.0909,101.8619,141.0514,85.753,25.3605,35.8688,4.0757,3.6497,0.6741,3.144,5,0.7255,31.2073,0.7284,1.4067,1
1.8184,29.169,65.3881,121.4813,28.4092,22.7773,3.4181,4.4368,0.2251,2.0275,5,0.5459,18.9105,0.4504,0.4873,1
5.791,16.5914,28.2375,30.589,15.5842,24.2134,3.1757,3.3686,0.7854,2.7945,5,0.7037,16.3729,0.2247,1.01,0
3.4262,18.8814,19.828,32.1893,18.1664,35.2966,1.8426,4.6171,0.602,2.7498,4,0.6975,12.1917,0.0745,0.77,0
4.0725,53.2068,89.5413,180.9995,34.6573,37.0868,2.6214,5.5319,0.5952,1.9729,5,0.7891,24.487,0.0875,0.6023,0
7.5735,47.9953,94.3361,171.2909,24.6676,24.1424,2.7742,5.1675,0.4849,2.3081,5,0.4916,26.5544,0.0602,0.1858,0
2.0111,16.7581,20.0635,39.5731,23.1968,36.1407,2.2648,4.2282,0.7642,3.4402,5,0.5267,21.0047,1.2814,0.3541,0
34.0741,91.7389,173.2445,349.0502,45.9454,20.8778,3.4985,5.6811,0.6676,2.5001,5,0.9038,45.2065,0.3724,0.9569,2
2.5171,14.6795,19.3676,22.6431,24.4089,37.9951,4.1799,4.4473,0.5824,2.4015,5,0.5342,24.6289,0.1579,1.504,0
8.2725,49.0965,73.9762,56.1001,24.5134,25.9293,3.0227,4.1252,0.2437,2.7001,5,0.6883,18.1711,0.3158,0.0962,0
2.1275,19.9599,46.9677,47.4181,22.2649,33.6441,1.4167,4.1516,0.5366,2.4141,4,0.5727,20.6714,0.0218,0.1591,0
10.9431,33.4606,97.9632,127.8549,20.7249,32.3008,3.2935,4.339,0.4584,2.5057,5,0.7069,12.8295,0.0121,0.7084,0
6.1138,15.0117,16.6155,34.8752,13.0055,42.2853,3.6466,4.6858,0.5491,2.8836,5,0.6986,11.6542,0.1941,0.3367,0
19.1847,51.0727,59.9063,50.0377,30.0183,34.937,3.5857,3.3561,0.4849,2.6965,4,0.7732,26.3398,1.0127,0.7026,1
8.3649,40.3918,82.4796,118.5817,21.907,28.2072,2.751,5.3836,0.704,4.1974,5,0.5276,22.6915,0.0962,0.5662,0
44.5953,115.0982,268.8567,457.3881,37.6689,35.8767,2.3155,5.5477,0.8013,3.586,4,0.5335,30.8058,0.606,0.0757,2
14.0631,83.9949,109.5803,224.2502,36.4986,50.1393,4.1978,6.7216,0.5904,2.6338,5,0.9782,36.6892,0.3545,1.7963,2
17.8375,44.7112,114.9003,148.2356,29.4122,38.921,3.7166,2.5343,0.4495,2.7775,5,0.9816,33.4753,1.5025,3.9804,2
2.2192,25.7435,68.9251,44.6077,27.482,32.5267,2.7869,4.2851,0.5536,1.9489,5,0.5049,23.3123,0.0105,2.3497,0
13.4864,75.5207,91.8968,115.8421,25.2651,26.3311,2.0489,3.4497,0.5427,2.2365,5,0.7689,16.8414,0.477,0.1482,1
4.6886,11.7252,19.5714,20.18,23.796,28.0681,3.6003,4.9002,0.8047,2.5947,5,0.4525,24.7976,0.1074,2.3046,0
8.1424,39.9521,69.952,48.4183,26.7862,38.4399,2.5922,5.4753,0.6055,3.2246,4,0.6174,30.6798,0.1147,0.9466,0
18.0949,48.5216,90.3911,181.5731,27.2555,25.9136,3.7444,4.2937,0.7886,2.8189,5,0.9004,29.9998,1.1461,0.0455,0
5.9617,26.4907,50.9642,103.1267,22.6579,33.0215,3.5421,3.949,0.4159,2.7516,5,0.6065,25.4296,1.5035,0.5542,1
1.4795,10.6648,19.6834,41.6614,22.7328,44.501,5.2692,3.7756,0.6004,2.3824,5,0.9197,14.7762,1.1401,1.5768,0
4.7097,47.3357,48.2083,67.0375,26.0735,34.2031,3.3299,4.0675,0.4648,1.8551,5,0.3816,25.3434,0.0368,0.1501,1
20.5381,81.671,124.2697,193.6177,34.2417,24.3669,5.2007,4.6377,0.5837,2.1884,5,0.8713,27.009,0.4675,0.7535,2
8.8677,30.8776,35.3678,51.3195,22.8823,50.4228,3.4737,4.6312,0.6653,2.2724,5,0.7314,28.9685,0.4104,1.6084,0
21.0975,70.8575,198.9232,244.9637,29.1255,47.0996,2.7998,5.7594,0.4042,2.9573,5,0.774,31.3027,0.3566,0.9739,2
1.4187,4.3945,4.717,3.3179,14.7632,37.0094,2.4501,4.1046,0.529,3.5331,5,0.5317,13.823,0.0861,1.2778,0
7.3635,23.6708,48.8525,80.7523,25.2075,43.206,2.6107,5.1803,0.5752,2.0892,5,0.4374,20.6293,0.0387,1.2296,0
16.6208,39.342,63.2145,44.4631,26.3775,30.8642,3.7862,3.3823,0.6241,2.6895,4,0.6208,26.2133,0.5969,0.8087,0
4.5247,17.724,50.0601,76.521,18.38,38.7956,3.5162,3.0073,0.3984,3.6524,5,1.0,21.388,0.7165,1.9925,1
1.1206,11.9367,20.9362,41.2168,19.1376,29.6117,1.7452,5.2828,0.6532,2.4976,5,0.6035,16.6021,0.2673,0.7415,0
3.5965,40.6913,41.4075,47.2523,21.664,22.1567,4.3181,4.6929,0.6578,3.1226,5,0.5515,23.0774,0.0572,1.009,0
23.1725,111.2895,313.7152,676.8275,61.0487,53.7354,4.7292,3.7598,0.7293,1.8085,4,0.6293,48.9226,0.9371,2.9514,3
2.9517,7.8134,9.5406,14.6348,25.6605,21.7477,1.7361,3.3683,0.3929,3.8253,5,0.7083,30.8224,1.2827,0.3542,0
25.3051,81.2037,208.7949,217.7434,38.5021,35.3805,4.3108,3.8141,0.5583,2.2102,5,0.6364,34.9802,1.3216,0.8451,3
8.5828,47.2496,106.2427,71.7224,36.2941,35.287,4.9148,4.5081,0.5975,2.1206,5,0.7112,39.1625,0.3775,1.1028,1
12.4219,30.8607,76.5903,158.3758,20.5958,37.128,1.7835,4.448,0.6244,3.6803,5,0.7175,15.2713,0.2402,1.9498,0
11.2765,65.524,166.4548,258.851,30.0229,32.2825,2.9795,2.8452,0.6089,3.1653,5,0.8168,28.3583,0.4281,1.3801,2
7.8338,57.7286,152.4503,160.0851,35.4118,32.366,2.6354,3.022,0.5274,2.1167,5,0.6837,31.0651,0.3537,1.911,1
16.5282,112.4578,147.4995,95.6828,32.5285,34.1073,4.2765,4.4304,0.6128,2.8714,5,0.7343,25.6033,0.5362,1.6222,1
10.3374,36.1365,88.9959,164.1475,27.2144,36.8389,3.0268,4.8792,0.95,2.9467,5,0.416,19.8622,0.1968,0.1505,0
13.1901,42.9509,120.7711,106.9544,31.5321,32.9855,2.9909,3.5062,0.6737,1.8878,5,0.6279,39.4872,0.3431,2.088,2
14.9072,37.319,104.8733,166.8633,33.4879,32.4531,3.7791,2.8748,0.3988,1.9474,5,0.6019,26.7889,0.6462,1.4216,1
3.2661,26.5424,30.949,22.1942,15.0995,22.4311,4.8037,4.3291,0.7975,3.1761,5,0.5812,9.6183,0.4279,0.8688,0
1.9971,6.1736,14.9316,24.1109,21.3859,49.1095,3.3445,2.0921,0.8153,2.997,5,0.7636,28.1611,0.9534,3.4681,1
1.2711,19.3095,33.063,32.5369,24.7799,37.2856,2.9763,3.9096,0.7076,1.9223,4,0.5976,25.1656,0.3716,1.1818,0
7.3168,46.1003,128.0304,249.6372,37.406,34.6713,3.1441,4.8936,0.7683,2.5386,5,0.518,36.0161,0.4679,0.872,1
15.1038,56.7376,161.0363,208.6429,30.3492,28.0043,3.9923,4.0534,0.9038,3.0398,4,0.945,30.6003,0.7464,1.8565,1
13.0324,48.6111,120.8207,189.368,26.9897,24.9711,2.2018,2.7321,0.6371,2.6951,4,0.6501,17.0807,0.5047,0.3843,1
1.7328,18.169,40.8154,42.9691,19.1871,39.8799,3.3852,5.806,0.7377,2.4139,5,0.8318,15.0263,0.3478,1.0487,0
1.2959,16.9692,43.0308,73.9796,23.0725,31.7211,2.556,4.3057,0.7979,2.1452,5,0.6105,19.6747,0.3702,3.2414,0
